,video_name_8,video_gk_8, frame_count_8,video_name_16,video_gk_16, frame_count_16
0,Harel_D20211012_115149_SSummer_N00054_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P05_T25_MWIR_unknown-8bit,6897,22,Harel_D20211012_115149_SSummer_N00054_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P05_T25_flir,2459,83
1,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00016_CtNone_H030_LcFullDaylight_Ds10000_LtWavelets_LfSea_VrNone_StMix_LdBackLight_B03_V00_Js00_P01_T30_MWIR_unknown-8bit,7101,32,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00016_CtNone_H030_LcFullDaylight_Ds10000_LtWavelets_LfSea_VrNone_StMix_LdBackLight_B03_V00_Js00_P01_T30_flir,2776,4
2,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00018_CtNone_H030_LcSunlight_Ds08000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B03_V00_Js00_P01_T30_MWIR_unknown-8bit,7104,43,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00018_CtNone_H030_LcSunlight_Ds08000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B03_V00_Js00_P01_T30_flir,2778,14
3,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00074_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6636,44,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00074_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2321,15
4,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00001_CtUninhabited_H010_LcSunlight_Ds00800_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrack_Set000_MWIR_unknown-8bit,6485,45,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00001_CtUninhabited_H010_LcSunlight_Ds00800_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrack_Set000_flir,2205,17
5,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00032_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_MWIR_unknown-8bit,7000,45,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00032_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_flir,2708,20
6,AshdodPort_D20210802_Pn2_SSummer_N00071_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_MWIR_unknown-8bit,6397,45,AshdodPort_D20210802_Pn2_SSummer_N00071_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_flir,2000,17
7,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00026_CtUrban_H030_LcSunlight_Ds00800_LtCalm_LfSea_VrNone_StMix_LdTopLight_B01_V00_Js00_P00_T30_MWIR_unknown-8bit,7057,45,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00026_CtUrban_H030_LcSunlight_Ds00800_LtCalm_LfSea_VrNone_StMix_LdTopLight_B01_V00_Js00_P00_T30_flir,2748,2467
8,EinYahav_Sbpalmfield_D20211108_Pn2_SSummer_N00031_CtUninhabited_H010_LcSunlight_Ds02500_LtNone_LfPlateaus_VrScrubs_StTrainVald_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6558,46,EinYahav_Sbpalmfield_D20211108_Pn2_SSummer_N00031_CtUninhabited_H010_LcSunlight_Ds02500_LtNone_LfPlateaus_VrScrubs_StTrainVald_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2253,18
9,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00116_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6563,46,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00116_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2257,17
10,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00073_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6478,46,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00073_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2201,17
11,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00095_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6655,46,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00095_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2333,17
12,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00053_CtNone_H030_LcQuarterMoon_Ds03500_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B02_V00_Js00_P00_T30_MWIR_unknown-8bit,7084,55,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00053_CtNone_H030_LcQuarterMoon_Ds03500_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B02_V00_Js00_P00_T30_flir,2765,34
13,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00023_CtNone_H030_LcSunlight_Ds04000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_MWIR_unknown-8bit,7111,60,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00023_CtNone_H030_LcSunlight_Ds04000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_flir,2782,60
14,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00024_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V03_Js00_P12_T30_MWIR_unknown-8bit,6989,80,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00024_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V03_Js00_P12_T30_flir,2700,53
15,HavatHabaron_D20210824_Pn2_SSummer_N00086_CtUrban_H080_LcStarlight_Ds06000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,7179,84,HavatHabaron_D20210824_Pn2_SSummer_N00086_CtUrban_H080_LcStarlight_Ds06000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V00_Js00_P09_T25_flir,2570,49
16,HavatHabaron_D20210824_Pn2_SSummer_N00038_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_MWIR_unknown-8bit,7136,84,HavatHabaron_D20210824_Pn2_SSummer_N00038_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_flir,2527,64
17,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00049_CtNone_H030_LcDeepTwilight_Ds03000_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B02_V00_Js00_P00_T30_MWIR_unknown-8bit,7082,85,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00049_CtNone_H030_LcDeepTwilight_Ds03000_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B02_V00_Js00_P00_T30_flir,2763,67
18,Harel_D20211012_115149_SSummer_N00031_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6877,87,Harel_D20211012_115149_SSummer_N00031_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_flir,2442,157
19,AshdodPort_D20210802_Pn2_SSummer_N00046_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6366,88,AshdodPort_D20210802_Pn2_SSummer_N00046_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1977,44
20,HavatHabaron_D20210824_Pn2_SSummer_N00048_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_MWIR_unknown-8bit,7146,89,HavatHabaron_D20210824_Pn2_SSummer_N00048_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_flir,2537,58
21,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00002_CtUninhabited_H030_LcFullDaylight_Ds00300_LtNone_LfHills_VrGrassland_StStaged_LdBackLight_B00_V00_Js00_P11_T30_MWIR_unknown-8bit,7025,93,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00002_CtUninhabited_H030_LcFullDaylight_Ds00300_LtNone_LfHills_VrGrassland_StStaged_LdBackLight_B00_V00_Js00_P11_T30_flir,2726,76
22,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00036_CtNone_H030_LcFullDaylight_Ds01300_LtWavelets_LfHills_VrNone_StNatural_LdSideLight_B00_V00_Js00_P30_T30_MWIR_unknown-8bit,7005,93,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00036_CtNone_H030_LcFullDaylight_Ds01300_LtWavelets_LfHills_VrNone_StNatural_LdSideLight_B00_V00_Js00_P30_T30_flir,2712,50
23,AshdodPort_D20210802_Pn2_SSummer_N00057_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6380,93,AshdodPort_D20210802_Pn2_SSummer_N00057_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1988,60
24,HavatHabaron_D20210824_Pn2_SSummer_N00058_CtUrban_H080_LcSunlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_MWIR_unknown-8bit,7155,94,HavatHabaron_D20210824_Pn2_SSummer_N00058_CtUrban_H080_LcSunlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_flir,2546,48
25,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00021_CtNone_H030_LcSunlight_Ds06000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B03_V00_Js00_P01_T30_MWIR_unknown-8bit,7107,97,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00021_CtNone_H030_LcSunlight_Ds06000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B03_V00_Js00_P01_T30_flir,2780,68
26,Harel_D20211012_115149_SSummer_N00007_CtRustic_H000_LcOvercastDay_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6867,98,Harel_D20211012_115149_SSummer_N00007_CtRustic_H000_LcOvercastDay_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_flir,2432,195
27,HavatHabaron_D20210825_Pn2_SSummer_N00046_CtUrban_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V00_Js00_P05_T30_MWIR_unknown-8bit,7220,112,HavatHabaron_D20210825_Pn2_SSummer_N00046_CtUrban_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V00_Js00_P05_T30_flir,2611,85
28,AshdodPort_D20210802_Pn2_SSummer_N00073_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_MWIR_unknown-8bit,6400,112,AshdodPort_D20210802_Pn2_SSummer_N00073_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_flir,2002,70
29,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00103_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6670,113,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00103_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2341,84
30,AshdodPort_D20210802_Pn2_SSummer_N00074_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6401,115,AshdodPort_D20210802_Pn2_SSummer_N00074_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,2003,112
31,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00010_CtUrban_H030_LcFullDaylight_Ds06000_LtCalm_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P00_T30_MWIR_unknown-8bit,7035,118,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00010_CtUrban_H030_LcFullDaylight_Ds06000_LtCalm_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P00_T30_flir,2734,90
32,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00145_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P02_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_MWIR_unknown-8bit,6701,128,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00145_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P02_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_flir,2361,108
33,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00034_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_MWIR_unknown-8bit,7002,129,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00034_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_flir,2710,112
34,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00008_CtUrban_H030_LcFullDaylight_Ds03000_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B05_V00_Js00_P00_T30_MWIR_unknown-8bit,6970,133,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00008_CtUrban_H030_LcFullDaylight_Ds03000_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B05_V00_Js00_P00_T30_flir,2684,113
35,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00004_CtUrban_H030_LcSunlight_Ds00003_LtCalm_LfSea_VrNone_StNatural_LdSideLight_B00_V00_Js00_P00_T30_MWIR_unknown-8bit,6966,136,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00004_CtUrban_H030_LcSunlight_Ds00003_LtCalm_LfSea_VrNone_StNatural_LdSideLight_B00_V00_Js00_P00_T30_flir,2680,102
36,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00026_CtNone_H030_LcFullDaylight_Ds01500_LtNone_LfDunes_VrNone_StNatural_LdBackLight_B00_V00_Js00_P15_T30_MWIR_unknown-8bit,6991,140,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00026_CtNone_H030_LcFullDaylight_Ds01500_LtNone_LfDunes_VrNone_StNatural_LdBackLight_B00_V00_Js00_P15_T30_flir,2702,93
37,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00011_CtUrban_H030_LcSunlight_Ds02800_LtWavelets_LfSea_VrNone_StNatural_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000_MWIR_unknown-8bit,6240,144,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00011_CtUrban_H030_LcSunlight_Ds02800_LtWavelets_LfSea_VrNone_StNatural_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000,2079,212
38,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00125_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_MWIR_unknown-8bit,6686,163,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00125_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_flir,2350,129
39,HavatHabaron_D20210825_Pn2_SSummer_N00045_CtUrban_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V00_Js00_P05_T30_MWIR_unknown-8bit,7219,167,HavatHabaron_D20210825_Pn2_SSummer_N00045_CtUrban_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V00_Js00_P05_T30_flir,2610,144
40,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00025_CtNone_H030_LcSunlight_Ds02000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_MWIR_unknown-8bit,7114,168,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00025_CtNone_H030_LcSunlight_Ds02000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_flir,2784,150
41,AshdodPort_D20210802_Pn2_SSummer_N00094_CtNone_H035_LcSunlight_Ds02500_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_MWIR_unknown-8bit,6432,177,AshdodPort_D20210802_Pn2_SSummer_N00094_CtNone_H035_LcSunlight_Ds02500_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_flir,2023,154
42,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00146_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P02_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_MWIR_unknown-8bit,6703,181,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00146_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P02_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_flir,2362,156
43,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00025_CtNone_H030_LcFullDaylight_Ds01500_LtNone_LfDunes_VrNone_StNatural_LdBackLight_B00_V00_Js00_P15_T30_MWIR_unknown-8bit,6990,183,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00025_CtNone_H030_LcFullDaylight_Ds01500_LtNone_LfDunes_VrNone_StNatural_LdBackLight_B00_V00_Js00_P15_T30_flir,2701,161
44,AshdodPort_D20210802_Pn2_SSummer_N00053_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6373,203,AshdodPort_D20210802_Pn2_SSummer_N00053_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1984,182
45,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00028_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P00_V05_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000_MWIR_unknown-8bit,6195,214,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00028_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P00_V05_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000,2049,431
46,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00046_CtUninhabited_H010_LcTwilight_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V05_Mc00_B00_Js00_Dr00_T20_TsTrack_Set000_MWIR_unknown-8bit,6532,219,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00046_CtUninhabited_H010_LcTwilight_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V05_Mc00_B00_Js00_Dr00_T20_TsTrack_Set000_flir,2234,174
47,Harel_D20211012_115149_SSummer_N00068_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6900,222,Harel_D20211012_115149_SSummer_N00068_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_flir,2461,278
48,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00008_CtNone_H030_LcFullDaylight_Ds06700_LtWavelets_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P01_T30_MWIR_unknown-8bit,7093,227,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00008_CtNone_H030_LcFullDaylight_Ds06700_LtWavelets_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P01_T30_flir,2772,200
49,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00128_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_MWIR_unknown-8bit,6689,233,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00128_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_flir,2353,214
50,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00011_CtUninhabited_H010_LcSunlight_Ds01500_LtNone_LfHills_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6468,236,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00011_CtUninhabited_H010_LcSunlight_Ds01500_LtNone_LfHills_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2194,253
51,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00012_CtUrban_H030_LcFullDaylight_Ds06000_LtCalm_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P00_T30_MWIR_unknown-8bit,7038,237,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00012_CtUrban_H030_LcFullDaylight_Ds06000_LtCalm_LfSea_VrNone_StNatural_LdBackLight_B01_V00_Js00_P00_T30_flir,2736,237
52,AshdodPort_D20210802_Pn2_SSummer_N00077_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6405,241,AshdodPort_D20210802_Pn2_SSummer_N00077_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,2006,198
53,AshdodPort_D20210802_Pn2_SSummer_N00064_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6391,245,AshdodPort_D20210802_Pn2_SSummer_N00064_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1995,197
54,AshdodPort_D20210802_Pn2_SSummer_N00116_CtNone_H035_LcStarlight_Ds05500_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6456,246,AshdodPort_D20210802_Pn2_SSummer_N00116_CtNone_H035_LcStarlight_Ds05500_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2041,220
55,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00031_CtUrban_H030_LcOvercastDay_Ds06000_LtNone_LfPlateaus_VrForest_StNatural_LdSideLight_B00_V15_Js00_P00_T30_MWIR_unknown-8bit,7062,246,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00031_CtUrban_H030_LcOvercastDay_Ds06000_LtNone_LfPlateaus_VrForest_StNatural_LdSideLight_B00_V15_Js00_P00_T30_flir,2751,223
56,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00010_CtUninhabited_H010_LcSunlight_Ds01500_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6467,253,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00010_CtUninhabited_H010_LcSunlight_Ds01500_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2193,210
57,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00051_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6619,266,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00051_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2309,229
