,video_name_8,video_gk_8, frame_count_8,video_name_16,video_gk_16, frame_count_16
131,Harel_D20211012_115149_SSummer_N00050_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V02_Js00_P05_T25_MWIR_unknown-8bit,6893,663,Harel_D20211012_115149_SSummer_N00050_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V02_Js00_P05_T25_flir,2455,725
132,Harel_D20211012_115149_SSummer_N00037_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6883,670,Harel_D20211012_115149_SSummer_N00037_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_flir,2448,727
133,Harel_D20211012_115149_SSummer_N00051_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P05_T25_MWIR_unknown-8bit,6894,677,Harel_D20211012_115149_SSummer_N00051_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P05_T25_flir,2456,735
134,Harel_D20211012_115149_SSummer_N00108_CtRustic_H000_LcQuarterMoon_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6939,682,Harel_D20211012_115149_SSummer_N00108_CtRustic_H000_LcQuarterMoon_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2491,740
135,Harel_D20211011_134606_SSummer_N00027_CtUninhabited_H020_LcFullDaylight_Ds00700_LtNone_LfHills_VrGrassland_StStaged_LdFrontLight_B00_V01_Js02_P00_T26_MWIR_unknown-8bit,6821,713,Harel_D20211011_134606_SSummer_N00027_CtUninhabited_H020_LcFullDaylight_Ds00700_LtNone_LfHills_VrGrassland_StStaged_LdFrontLight_B00_V01_Js02_P00_T26_flir,2395,891
136,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00127_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_MWIR_unknown-8bit,6688,718,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00127_CtUninhabited_H015_LcQuarterMoon_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T19_TsTrack_Set000_flir,2352,703
137,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00109_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6682,724,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00109_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P00_V02_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2347,690
138,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00092_CtUninhabited_H015_LcTwilight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6652,728,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00092_CtUninhabited_H015_LcTwilight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2330,717
139,Harel_D20211011_134606_SSummer_N00000_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_MWIR_unknown-8bit,6803,739,Harel_D20211011_134606_SSummer_N00000_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_flir,2376,871
140,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00105_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6674,743,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00105_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2343,710
141,Harel_D20211012_115149_SSummer_N00019_CtRustic_H000_LcOvercastDay_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V02_Js00_P00_T25_MWIR_unknown-8bit,6873,751,Harel_D20211012_115149_SSummer_N00019_CtRustic_H000_LcOvercastDay_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V02_Js00_P00_T25_flir,2438,937
142,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00065_CtUninhabited_H010_LcQuarterMoon_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P01_V01_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6491,756,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00065_CtUninhabited_H010_LcQuarterMoon_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P01_V01_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2211,723
143,EinYahav_Sbdistant_D20211108_Pn2_SSummer_N00063_CtUninhabited_H010_LcQuarterMoon_Ds05300_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6505,758,EinYahav_Sbdistant_D20211108_Pn2_SSummer_N00063_CtUninhabited_H010_LcQuarterMoon_Ds05300_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2220,721
144,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00020_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V02_Js00_P12_T30_MWIR_unknown-8bit,6985,763,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00020_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V02_Js00_P12_T30_flir,2696,720
145,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00106_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6676,775,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00106_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2344,743
146,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00016_CtUrban_H030_LcFullDaylight_Ds01000_LtNone_LfPlateaus_VrForest_StNatural_LdBackLight_B00_V10_Js00_P05_T30_MWIR_unknown-8bit,6980,778,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00016_CtUrban_H030_LcFullDaylight_Ds01000_LtNone_LfPlateaus_VrForest_StNatural_LdBackLight_B00_V10_Js00_P05_T30_flir,2692,756
147,EinYahav_Sbmainroad_D20211109_Pn2_SSummer_N00020_CtUninhabited_H015_LcFullDaylight_Ds00900_LtNone_LfPlateaus_VrDesert_StNatural_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set001_MWIR_unknown-8bit,6592,782,EinYahav_Sbmainroad_D20211109_Pn2_SSummer_N00020_CtUninhabited_H015_LcFullDaylight_Ds00900_LtNone_LfPlateaus_VrDesert_StNatural_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set001_flir,2284,752
148,Harel_D20211012_115149_SSummer_N00088_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6930,798,Harel_D20211012_115149_SSummer_N00088_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2481,857
149,AshdodPort_D20210802_Pn2_SSummer_N00061_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6388,800,AshdodPort_D20210802_Pn2_SSummer_N00061_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1992,768
150,Harel_D20211012_115149_SSummer_N00089_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6931,802,Harel_D20211012_115149_SSummer_N00089_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2482,862
151,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00067_CtUninhabited_H010_LcQuarterMoon_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6494,806,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00067_CtUninhabited_H010_LcQuarterMoon_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2213,778
152,HavatHabaron_D20210824_Pn2_SSummer_N00078_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_MWIR_unknown-8bit,7171,812,HavatHabaron_D20210824_Pn2_SSummer_N00078_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_flir,2562,788
153,Harel_D20211012_115149_SSummer_N00087_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6929,816,Harel_D20211012_115149_SSummer_N00087_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2480,872
154,HavatHabaron_D20210824_Pn2_SSummer_N00013_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V02_Js00_P00_T25_MWIR_unknown-8bit,7126,820,HavatHabaron_D20210824_Pn2_SSummer_N00013_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V02_Js00_P00_T25_flir,2517,774
155,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00107_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6678,831,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00107_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2345,797
156,EinYahav_Sbmainroad_D20211109_Pn2_SSummer_N00026_CtUninhabited_H015_LcFullDaylight_Ds00900_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set001_MWIR_unknown-8bit,6594,831,EinYahav_Sbmainroad_D20211109_Pn2_SSummer_N00026_CtUninhabited_H015_LcFullDaylight_Ds00900_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set001_flir,2286,785
157,Harel_D20211012_115149_SSummer_N00075_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6914,836,Harel_D20211012_115149_SSummer_N00075_CtRustic_H000_LcSunlight_Ds03000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_flir,2468,892
158,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00076_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6639,839,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00076_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2323,800
159,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00077_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6641,839,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00077_CtUninhabited_H015_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2324,839
160,Harel_D20211012_115149_SSummer_N00110_CtRustic_H000_LcQuarterMoon_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6941,851,Harel_D20211012_115149_SSummer_N00110_CtRustic_H000_LcQuarterMoon_Ds01800_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2493,908
161,AshdodWestHotel_SbStagedSea_D20220215_Pn0_SWinter_N00025_CtUrban_H030_LcSunlight_Ds01500_LtWavelets_LfSea_VrNone_StMix_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsNegative_Set000_MWIR_unknown-8bit,6226,862,AshdodWestHotel_SbStagedSea_D20220215_Pn0_SWinter_N00025_CtUrban_H030_LcSunlight_Ds01500_LtWavelets_LfSea_VrNone_StMix_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsNegative_Set000,2069,920
162,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00034_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6615,863,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00034_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2305,834
163,AshdodPort_D20210802_Pn2_SSummer_N00059_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6384,868,AshdodPort_D20210802_Pn2_SSummer_N00059_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1990,839
164,Harel_D20211012_115149_SSummer_N00090_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6932,873,Harel_D20211012_115149_SSummer_N00090_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2483,931
165,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00007_CtUrban_H030_LcFullDaylight_Ds00003_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B05_V00_Js00_P00_T30_MWIR_unknown-8bit,6969,877,RitzCarltonHerzliya_D20210706_Pn2_SSummer_N00007_CtUrban_H030_LcFullDaylight_Ds00003_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B05_V00_Js00_P00_T30_flir,2683,856
166,HavatHabaron_D20210824_Pn2_SSummer_N00037_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_MWIR_unknown-8bit,7135,886,HavatHabaron_D20210824_Pn2_SSummer_N00037_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_flir,2526,853
167,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00072_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6476,892,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00072_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2200,844
168,Harel_D20211011_134606_SSummer_N00016_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P01_T26_MWIR_unknown-8bit,6811,896,Harel_D20211011_134606_SSummer_N00016_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P01_T26_flir,2385,1014
169,AshdodPort_D20210802_Pn2_SSummer_N00108_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6448,899,AshdodPort_D20210802_Pn2_SSummer_N00108_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2033,866
170,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00098_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6660,906,EinYahav_Sbsmallhill_D20211109_Pn2_SSummer_N00098_CtUninhabited_H015_LcQuarterMoon_Ds00500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2336,880
171,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00121_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StNatural_LdTopLight_P00_V01_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6568,913,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00121_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StNatural_LdTopLight_P00_V01_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2262,886
172,Harel_D20211012_115149_SSummer_N00092_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6934,915,Harel_D20211012_115149_SSummer_N00092_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2485,973
173,Harel_D20211011_134606_SSummer_N00003_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P02_T26_MWIR_unknown-8bit,6806,924,Harel_D20211011_134606_SSummer_N00003_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P02_T26_flir,2379,1093
174,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00039_CtUrban_H030_LcSunlight_Ds03000_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B00_V00_Js00_P20_T30_MWIR_unknown-8bit,7074,928,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00039_CtUrban_H030_LcSunlight_Ds03000_LtCalm_LfPlateaus_VrNone_StNatural_LdSideLight_B00_V00_Js00_P20_T30_flir,2758,910
175,AshdodPort_D20210802_Pn2_SSummer_N00081_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6411,931,AshdodPort_D20210802_Pn2_SSummer_N00081_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,2010,896
176,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00054_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6622,937,EinYahav_Sbnearroad_D20211109_Pn2_SSummer_N00054_CtUninhabited_H015_LcFullDaylight_Ds00550_LtNone_LfPlateaus_VrDesert_StTrainVald_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2312,902
177,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00003_CtUrban_H030_LcFullDaylight_Ds06000_LtNone_LfPlateaus_VrForest_StNatural_LdBackLight_B00_V10_Js00_P00_T30_MWIR_unknown-8bit,7026,939,RitzCarltonHerzliya_D20210707_Pn2_SSummer_N00003_CtUrban_H030_LcFullDaylight_Ds06000_LtNone_LfPlateaus_VrForest_StNatural_LdBackLight_B00_V10_Js00_P00_T30_flir,2727,926
178,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00150_CtUninhabited_H015_LcQuarterMoon_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_MWIR_unknown-8bit,6707,941,EinYahav_Sbsolarpanel_D20211109_Pn2_SSummer_N00150_CtUninhabited_H015_LcQuarterMoon_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T19_TsTrainVald_Set000_flir,2366,929
179,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00013_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfPlateaus_VrDesert_StNatural_LdBackLight_B00_V10_Js00_P02_T30_MWIR_unknown-8bit,6977,947,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00013_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfPlateaus_VrDesert_StNatural_LdBackLight_B00_V10_Js00_P02_T30_flir,2689,917
180,Harel_D20211012_115149_SSummer_N00082_CtRustic_H000_LcTwilight_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6921,949,Harel_D20211012_115149_SSummer_N00082_CtRustic_H000_LcTwilight_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T25_flir,2475,1005
181,HavatHabaron_D20210824_Pn2_SSummer_N00046_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_MWIR_unknown-8bit,7144,961,HavatHabaron_D20210824_Pn2_SSummer_N00046_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_flir,2535,925
182,Harel_D20211012_115149_SSummer_N00118_CtRustic_H000_LcQuarterMoon_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_MWIR_unknown-8bit,6953,962,Harel_D20211012_115149_SSummer_N00118_CtRustic_H000_LcQuarterMoon_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P09_T22_flir,2501,1019
183,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00093_CtUninhabited_H015_LcTwilight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6653,964,EinYahav_Sbpalmfield_D20211109_Pn2_SSummer_N00093_CtUninhabited_H015_LcTwilight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2331,939
184,AshdodPort_D20210802_Pn2_SSummer_N00072_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_MWIR_unknown-8bit,6398,967,AshdodPort_D20210802_Pn2_SSummer_N00072_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_flir,2001,920
185,Harel_D20211011_134606_SSummer_N00043_CtUninhabited_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StNatural_LdSideLight_B00_V03_Js00_P00_T23_MWIR_unknown-8bit,6840,971,Harel_D20211011_134606_SSummer_N00043_CtUninhabited_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StNatural_LdSideLight_B00_V03_Js00_P00_T23_flir,2409,1036
186,HavatHabaron_D20210824_Pn2_SSummer_N00079_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_MWIR_unknown-8bit,7172,993,HavatHabaron_D20210824_Pn2_SSummer_N00079_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_flir,2563,977
187,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00115_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6562,994,EinYahav_Sbboulders_D20211109_Pn2_SSummer_N00115_CtUninhabited_H015_LcQuarterMoon_Ds01500_LtNone_LfPlateaus_VrDesert_StStaged_LdTopLight_P09_V00_Mc00_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2256,953
